FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01029567,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01029585,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01029889,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01029965,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01029657,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01029970,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01010701,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01010741,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01010730,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01010694,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01010700,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01029529,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01010759,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01030624,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030648,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030485,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030615,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030719,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01011067,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030732,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030684,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030501,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030526,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01029572,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01029963,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030500,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030582,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01030714,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01016892,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01016409,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01016798,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016358,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031975,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01032356,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01016933,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01016817,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01016671,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016669,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031788,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031872,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01016704,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032026,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01016924,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01010740,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01029825,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031921,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031922,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01029784,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01029857,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01010731,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01029712,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032423,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01032352,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031994,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032474,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01032052,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031999,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032059,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024109,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01023876,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01024163,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01024156,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01024252,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01024263,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01023808,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01023758,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01032947,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01032855,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01033103,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01033011,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01024146,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01024296,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01024278,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01033258,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01022898,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01033193,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01033591,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01032531,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01032503,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01033440,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01032479,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01022812,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01033747,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01022957,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01022930,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01033748,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01033249,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01022771,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01017359,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01017353,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01018418,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01017360,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01030248,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01017003,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01016962,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01016961,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030327,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030308,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01017312,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01017223,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01018381,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01017356,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01017258,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01023897,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01023947,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01023910,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01023888,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01033065,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01032895,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023781,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01024033,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01030383,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01017419,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016814,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01017005,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030283,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01017370,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01030442,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023329,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01023197,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01023317,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01023472,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01009440,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01009441,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01023149,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01023374,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023648,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023278,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01021688,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01023241,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01006673,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01006711,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01006645,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01017078,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01017056,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01009468,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01007193,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01017487,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01017460,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01016940,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01017418,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01006987,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01007076,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01009544,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01007087,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01007173,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01007244,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01007330,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01022027,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01022047,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01032662,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01022013,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01022211,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01007163,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01022219,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01022090,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032504,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032586,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01033054,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01033053,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01022742,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01032661,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01032573,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01022582,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01021977,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01021992,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01022562,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01022171,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01021735,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01021858,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01021904,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01007140,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01022033,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01007171,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01006994,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01021994,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01021915,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01007095,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01016370,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01015843,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01016365,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01015734,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01017484,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01017469,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01015878,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01015848,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01015639,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01015595,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01015710,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01015564,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016339,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01016486,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01016356,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01006731,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01006767,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01006803,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024627,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024452,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01024575,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01006825,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01024622,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01015935,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01015612,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01015873,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01015949,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01015957,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01024641,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01015950,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01029192,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01029308,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01029181,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01029317,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01029341,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01029472,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01029499,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01029524,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01018680,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01026461,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01018690,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01026543,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01029042,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01029067,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01026553,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01026351,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01029264,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01026430,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01026339,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01015768,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01015743,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01026328,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01026264,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01026456,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026424,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01029142,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01029471,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01025998,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01026035,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01026444,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01017748,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01017719,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01017735,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01017915,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01017505,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01017188,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01017617,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01017802,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01018124,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01018069,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01022376,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01022275,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01022406,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01022431,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01018015,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016628,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01017726,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01016619,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01017043,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01016788,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01016648,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016694,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01017733,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01017216,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01017069,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01017530,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01017276,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01016553,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016708,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016586,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01006982,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01006836,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01016491,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01006684,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01006841,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01018152,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01006906,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01006581,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024498,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01006547,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01024685,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024723,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01006605,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01016394,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01006576,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01016931,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01016863,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01016999,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01016800,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01022559,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01022384,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01022530,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01022291,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01018168,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01018061,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01018139,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01016868,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01017067,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01017044,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01018226,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01030407,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030414,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030026,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01030119,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01030431,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01030379,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01029609,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030399,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01023911,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
